Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS
2016-17,NBA,Denver Nuggets,40,42,0.488,4,0.7,98.3,1.9,113.2,4.4,112.7,3.9,,M. Malone (40-42),N. Jokic (9.7)
2015-16,NBA,Denver Nuggets,33,49,0.402,4,-2.81,95.7,-0.1,105.6,-0.8,108.9,2.5,,M. Malone (33-49),N. Jokic (6.7)
2014-15,NBA,Denver Nuggets,30,52,0.366,4,-3.07,96.1,2.2,104.5,-1.1,108.2,2.6,,"B. Shaw (20-39), M. Hunt (10-13)",T. Lawson (7.0)
2013-14,NBA,Denver Nuggets,36,46,0.439,4,-1.4,98.1,4.2,106,-0.7,108.2,1.5,,B. Shaw (36-46),K. Faried (6.5)
2012-13,NBA,Denver Nuggets*,57,25,0.695,2,5.37,95.1,3.1,110.4,4.5,105.1,-0.8,Lost W. Conf. 1st Rnd.,G. Karl (57-25),K. Faried (7.8)
2011-12,NBA,Denver Nuggets*,38,28,0.576,2,3.16,94.2,2.9,109.2,4.6,106.2,1.6,Lost W. Conf. 1st Rnd.,G. Karl (38-28),T. Lawson (6.9)
2010-11,NBA,Denver Nuggets*,50,32,0.61,2,4.81,95.6,3.5,112.3,5,107.3,0,Lost W. Conf. 1st Rnd.,G. Karl (50-32),N. Hilario (9.6)
2009-10,NBA,Denver Nuggets*,53,29,0.646,1,4.15,94.8,2.1,111.8,4.2,107.5,-0.1,Lost W. Conf. 1st Rnd.,G. Karl (53-29),N. Hilario (10.8)
2008-09,NBA,Denver Nuggets*,54,28,0.659,1,3.13,94.3,2.6,110.4,2.1,106.8,-1.5,Lost W. Conf. Finals,G. Karl (54-28),C. Billups (9.9)
2007-08,NBA,Denver Nuggets*,50,32,0.61,2,3.74,99.7,7.3,110,2.5,106.3,-1.2,Lost W. Conf. 1st Rnd.,G. Karl (50-32),A. Iverson (11.6)
2006-07,NBA,Denver Nuggets*,45,37,0.549,2,1.69,97.4,5.5,107.6,1.1,105.9,-0.6,Lost W. Conf. 1st Rnd.,G. Karl (45-37),M. Camby (7.6)
2005-06,NBA,Denver Nuggets*,44,38,0.537,1,0.36,93.9,3.4,105.5,-0.7,105.2,-1,Lost W. Conf. 1st Rnd.,G. Karl (44-38),C. Anthony (9.4)
2004-05,NBA,Denver Nuggets*,49,33,0.598,2,2.23,93.5,2.6,106,-0.1,103.9,-2.2,Lost W. Conf. 1st Rnd.,"J. Bzdelik (13-15), M. Cooper (4-10), G. Karl (32-8)",A. Miller (7.0)
2003-04,NBA,Denver Nuggets*,43,39,0.524,6,1.65,93.3,3.2,103.9,1,102.7,-0.2,Lost W. Conf. 1st Rnd.,J. Bzdelik (43-39),A. Miller (8.8)
2002-03,NBA,Denver Nuggets,17,65,0.207,7,-7.41,91,0,92.2,-11.4,101.3,-2.3,,J. Bzdelik (17-65),J. Howard (6.0)
2001-02,NBA,Denver Nuggets,27,55,0.329,6,-5.19,90.4,-0.3,101.4,-3.1,107.8,3.3,,"D. Issel (9-17), M. Evans (18-38)",R. LaFrentz (4.5)
2000-01,NBA,Denver Nuggets,40,42,0.488,6,-1.83,92.6,1.3,103.7,0.7,106.3,3.3,,D. Issel (40-42),A. McDyess (7.8)
2016-17,NBA,Atlanta Hawks*,43,39,0.524,2,-1.23,97.4,1,104.9,-3.9,105.7,-3.1,Lost E. Conf. 1st Rnd.,M. Budenholzer (43-39),D. Howard (8.3)
2015-16,NBA,Atlanta Hawks*,48,34,0.585,2,3.49,97.1,1.3,105.1,-1.3,101.4,-5,Lost E. Conf. Semis,M. Budenholzer (48-34),P. Millsap (10.1)
2014-15,NBA,Atlanta Hawks*,60,22,0.732,1,4.75,93.9,0,108.9,3.3,103.1,-2.5,Lost E. Conf. Finals,M. Budenholzer (60-22),A. Horford (8.7)
2013-14,NBA,Atlanta Hawks*,38,44,0.463,4,-0.88,94.6,0.7,105.9,-0.8,106.4,-0.3,Lost E. Conf. 1st Rnd.,M. Budenholzer (38-44),P. Millsap (6.7)
2012-13,NBA,Atlanta Hawks*,44,38,0.537,2,-0.08,92.6,0.6,104.8,-1.1,104.4,-1.5,Lost E. Conf. 1st Rnd.,L. Drew (44-38),A. Horford (8.8)
2011-12,NBA,Atlanta Hawks*,40,26,0.606,2,2.67,90.2,-1.1,104.9,0.3,101.2,-3.4,Lost E. Conf. 1st Rnd.,L. Drew (40-26),J. Smith (6.8)
2010-11,NBA,Atlanta Hawks*,44,38,0.537,3,-1.1,89.3,-2.8,106.1,-1.2,107,-0.3,Lost E. Conf. Semis,L. Drew (44-38),A. Horford (10.1)
2009-10,NBA,Atlanta Hawks*,53,29,0.646,2,4.44,90.1,-2.6,111.9,4.3,106.7,-0.9,Lost E. Conf. Semis,M. Woodson (53-29),A. Horford (10.9)
2008-09,NBA,Atlanta Hawks*,47,35,0.573,2,1.7,89.6,-2.1,109.3,1,107.6,-0.7,Lost E. Conf. Semis,M. Woodson (47-35),J. Johnson (7.6)
2007-08,NBA,Atlanta Hawks*,37,45,0.451,3,-2.23,91.1,-1.3,106.9,-0.6,108.9,1.4,Lost E. Conf. 1st Rnd.,M. Woodson (37-45),J. Childress (7.6)
2006-07,NBA,Atlanta Hawks,30,52,0.366,5,-4.86,90,-1.9,103,-3.5,108.3,1.8,,M. Woodson (30-52),J. Childress (5.5)
2005-06,NBA,Atlanta Hawks,26,56,0.317,5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,,M. Woodson (26-56),J. Johnson (6.0)
2004-05,NBA,Atlanta Hawks,13,69,0.159,5,-9.62,91.4,0.5,100.6,-5.5,111.1,5,,M. Woodson (13-69),J. Childress (4.6)
2003-04,NBA,Atlanta Hawks,28,54,0.341,7,-5,90.8,0.7,101,-1.9,106.1,3.2,,T. Stotts (28-54),S. Abdur-Rahim (6.6)
2002-03,NBA,Atlanta Hawks,35,47,0.427,5,-3.87,91,0,102.3,-1.3,106.1,2.5,,"L. Kruger (11-16), T. Stotts (24-31)",S. Abdur-Rahim (9.7)
2001-02,NBA,Atlanta Hawks,33,49,0.402,6,-4.41,91.9,1.2,101.8,-2.7,106.4,1.9,,L. Kruger (33-49),J. Terry (8.6)
2000-01,NBA,Atlanta Hawks,25,57,0.305,7,-5.55,91.9,0.6,98.7,-4.3,104.3,1.3,,L. Kruger (25-57),J. Terry (6.5)
2016-17,NBA,Boston Celtics*,53,29,0.646,1,2.25,96.8,0.4,111.2,2.4,108.4,-0.4,Lost E. Conf. Finals,B. Stevens (53-29),I. Thomas (12.5)
2015-16,NBA,Boston Celtics*,48,34,0.585,2,2.84,98.5,2.7,106.8,0.4,103.6,-2.8,Lost E. Conf. 1st Rnd.,B. Stevens (48-34),I. Thomas (9.7)
2014-15,NBA,Boston Celtics*,40,42,0.488,2,-0.4,95.8,1.9,104.7,-0.9,104.5,-1.1,Lost E. Conf. 1st Rnd.,B. Stevens (40-42),T. Zeller (6.5)
2013-14,NBA,Boston Celtics,25,57,0.305,4,-4.97,93.3,-0.6,102.9,-3.8,107.7,1,,B. Stevens (25-57),B. Bass (5.1)
2012-13,NBA,Boston Celtics*,41,40,0.506,3,-0.62,91.7,-0.3,103.1,-2.8,103.3,-2.6,Lost E. Conf. 1st Rnd.,D. Rivers (41-40),P. Pierce (7.2)
2011-12,NBA,Boston Celtics*,39,27,0.591,1,2.26,90.4,-0.9,101,-3.6,98.2,-6.4,Lost E. Conf. Finals,D. Rivers (39-27),P. Pierce (7.0)
2010-11,NBA,Boston Celtics*,56,26,0.683,1,4.83,90.4,-1.7,106.2,-1.1,100.3,-7,Lost E. Conf. Semis,D. Rivers (56-26),P. Pierce (11.6)
2009-10,NBA,Boston Celtics*,50,32,0.61,1,3.37,91.6,-1.1,107.7,0.1,103.8,-3.8,Lost Finals,D. Rivers (50-32),R. Rondo (9.6)
2008-09,NBA,Boston Celtics*,62,20,0.756,1,7.44,90.4,-1.3,110.5,2.2,102.3,-6,Lost E. Conf. Semis,D. Rivers (62-20),R. Allen (11.1)
2007-08,NBA,Boston Celtics*,66,16,0.805,1,9.3,90.9,-1.5,110.2,2.7,98.9,-8.6,Won Finals,D. Rivers (66-16),K. Garnett (12.9)
2006-07,NBA,Boston Celtics,24,58,0.293,5,-3.7,92,0.1,103.2,-3.3,106.9,0.4,,D. Rivers (24-58),A. Jefferson (6.6)
2005-06,NBA,Boston Celtics,33,49,0.402,3,-1.59,92.2,1.7,105.2,-1,106.9,0.7,,D. Rivers (33-49),P. Pierce (11.5)
2004-05,NBA,Boston Celtics*,45,37,0.549,1,0.35,93.3,2.4,107.5,1.4,106.6,0.5,Lost E. Conf. 1st Rnd.,D. Rivers (45-37),P. Pierce (11.2)
2003-04,NBA,Boston Celtics*,36,46,0.439,4,-1.99,93.2,3.1,102.1,-0.8,103.7,0.8,Lost E. Conf. 1st Rnd.,"J. O'Brien (22-24), J. Carroll (14-22)",P. Pierce (7.1)
2002-03,NBA,Boston Celtics*,44,38,0.537,3,-0.75,90.9,-0.1,101.2,-2.4,101.6,-2,Lost E. Conf. Semis,J. O'Brien (44-38),P. Pierce (10.1)
2001-02,NBA,Boston Celtics*,49,33,0.598,2,1.75,92.5,1.8,103.4,-1.1,101,-3.5,Lost E. Conf. Finals,J. O'Brien (49-33),P. Pierce (12.9)
2000-01,NBA,Boston Celtics,36,46,0.439,5,-2.4,92.6,1.3,101.4,-1.6,103.7,0.7,,"R. Pitino (12-22), J. O'Brien (24-24)",P. Pierce (10.4)
2016-17,NBA,Brooklyn Nets,20,62,0.244,5,-6.74,101.3,4.9,104.1,-4.7,110.7,1.9,,K. Atkinson (20-62),B. Lopez (4.9)
2015-16,NBA,Brooklyn Nets,21,61,0.256,4,-7.12,95.2,-0.6,103.2,-3.2,110.9,4.5,,"L. Hollins (10-27), T. Brown (11-34)",B. Lopez (6.2)
2014-15,NBA,Brooklyn Nets*,38,44,0.463,3,-3.13,92.7,-1.2,104.4,-1.2,107.4,1.8,Lost E. Conf. 1st Rnd.,L. Hollins (38-44),B. Lopez (7.0)
2013-14,NBA,Brooklyn Nets*,44,38,0.537,2,-1.58,91.4,-2.5,106.7,0,107.7,1,Lost E. Conf. Semis,J. Kidd (44-38),D. Williams (5.4)
2012-13,NBA,Brooklyn Nets*,49,33,0.598,2,1.25,88.8,-3.2,108.2,2.3,106.2,0.3,Lost E. Conf. 1st Rnd.,"A. Johnson (14-14), P. Carlesimo (35-19)",D. Williams (10.9)
2011-12,NBA,New Jersey Nets,22,44,0.333,5,-6.37,90.1,-1.2,102.9,-1.7,109.6,5,,A. Johnson (22-44),K. Humphries (5.3)
2010-11,NBA,New Jersey Nets,24,58,0.293,4,-6.28,89.9,-2.2,103.1,-4.2,109.9,2.6,,A. Johnson (24-58),B. Lopez (6.3)
2009-10,NBA,New Jersey Nets,12,70,0.146,5,-8.93,91.4,-1.3,100.6,-7,110.5,2.9,,"L. Frank (0-16), T. Barrise (0-2), K. Vandeweghe (12-52)",B. Lopez (7.9)
2008-09,NBA,New Jersey Nets,34,48,0.415,3,-2.31,89.9,-1.8,108.3,0,111,2.7,,L. Frank (34-48),V. Carter (7.5)
2007-08,NBA,New Jersey Nets,34,48,0.415,4,-5.15,91.5,-0.9,104,-3.5,109.4,1.9,,L. Frank (34-48),V. Carter (7.7)
2006-07,NBA,New Jersey Nets*,41,41,0.5,2,-1,91.4,-0.5,105.7,-0.8,106.6,0.1,Lost E. Conf. Semis,L. Frank (41-41),V. Carter (10.5)
2005-06,NBA,New Jersey Nets*,49,33,0.598,1,1.11,89.8,-0.7,103.9,-2.3,102.4,-3.8,Lost E. Conf. Semis,L. Frank (49-33),R. Jefferson (11.7)
2004-05,NBA,New Jersey Nets*,42,40,0.512,3,-1.82,89.1,-1.8,101.4,-4.7,103.1,-3,Lost E. Conf. 1st Rnd.,L. Frank (42-40),V. Carter (8.5)
2003-04,NBA,New Jersey Nets*,47,35,0.573,1,1.88,89.4,-0.7,100.8,-2.1,98,-4.9,Lost E. Conf. Semis,"B. Scott (22-20), L. Frank (25-15)",R. Jefferson (11.0)
2002-03,NBA,New Jersey Nets*,49,33,0.598,1,4.42,91.6,0.6,103.8,0.2,98.1,-5.5,Lost Finals,B. Scott (49-33),J. Kidd (11.3)
2001-02,NBA,New Jersey Nets*,52,30,0.634,1,3.67,91.8,1.1,104,-0.5,99.5,-5,Lost Finals,B. Scott (52-30),J. Kidd (8.9)
2000-01,NBA,New Jersey Nets,26,56,0.317,6,-5.3,91.8,0.5,100,-3,105.5,2.5,,B. Scott (26-56),S. Marbury (7.8)
2016-17,NBA,Charlotte Hornets,36,46,0.439,4,-0.07,95.7,-0.7,108.8,0,108.6,-0.2,,S. Clifford (36-46),K. Walker (8.1)
2015-16,NBA,Charlotte Hornets*,48,34,0.585,3,2.36,95.7,-0.1,107.1,0.7,104.3,-2.1,Lost E. Conf. 1st Rnd.,S. Clifford (48-34),K. Walker (9.9)
2014-15,NBA,Charlotte Hornets,33,49,0.402,4,-3.44,93,-0.9,100.1,-5.5,103.5,-2.1,,S. Clifford (33-49),A. Jefferson (4.7)
2013-14,NBA,Charlotte Bobcats*,43,39,0.524,3,-0.89,92.4,-1.5,103.6,-3.1,103.8,-2.9,Lost E. Conf. 1st Rnd.,S. Clifford (43-39),A. Jefferson (7.8)
2012-13,NBA,Charlotte Bobcats,21,61,0.256,4,-9.29,91.5,-0.5,101.5,-4.4,111.5,5.6,,M. Dunlap (21-61),K. Walker (4.8)
2011-12,NBA,Charlotte Bobcats,7,59,0.106,5,-13.96,91.1,-0.2,95.2,-9.4,110.4,5.8,,P. Silas (7-59),D. Brown (2.3)
2010-11,NBA,Charlotte Bobcats,34,48,0.415,4,-4.08,89.6,-2.5,103.4,-3.9,107.8,0.5,,"L. Brown (9-19), P. Silas (25-29)",D. Augustin (6.2)
2009-10,NBA,Charlotte Bobcats*,44,38,0.537,4,1.3,90.4,-2.3,104.4,-3.2,102.8,-4.8,Lost E. Conf. 1st Rnd.,L. Brown (44-38),G. Wallace (11.5)
2008-09,NBA,Charlotte Bobcats,35,47,0.427,4,-1.2,88.3,-3.4,104.7,-3.6,106.1,-2.2,,L. Brown (35-47),G. Wallace (9.5)
2007-08,NBA,Charlotte Bobcats,32,50,0.39,4,-4.49,91.8,-0.6,104.6,-2.9,109.4,1.9,,S. Vincent (32-50),J. Richardson (7.4)
2006-07,NBA,Charlotte Bobcats,33,49,0.402,4,-3.97,92,0.1,103.6,-2.9,107.6,1.1,,B. Bickerstaff (33-49),G. Wallace (7.7)
2005-06,NBA,Charlotte Bobcats,26,56,0.317,4,-3.9,93.4,2.9,102.5,-3.7,106.7,0.5,,B. Bickerstaff (26-56),G. Wallace (6.4)
2004-05,NBA,Charlotte Bobcats,18,64,0.22,4,-6.15,92.3,1.4,101.1,-5,107.5,1.4,,B. Bickerstaff (18-64),P. Brezec (4.9)
2001-02,NBA,Charlotte Hornets*,44,38,0.537,2,0.57,89.7,-1,104.3,-0.2,103.3,-1.2,Lost E. Conf. Semis,P. Silas (44-38),P. Brown (8.2)
2000-01,NBA,Charlotte Hornets*,46,36,0.561,3,1.45,89.4,-1.9,101.8,-1.2,99.5,-3.5,Lost E. Conf. Semis,P. Silas (46-36),B. Davis (8.9)
2016-17,NBA,Chicago Bulls*,41,41,0.5,4,0.03,95.3,-1.1,107.4,-1.4,107,-1.8,Lost E. Conf. 1st Rnd.,F. Hoiberg (41-41),J. Butler (13.8)
2015-16,NBA,Chicago Bulls,42,40,0.512,4,-1.46,95.7,-0.1,105,-1.4,106.5,0.1,,F. Hoiberg (42-40),J. Butler (9.1)
2014-15,NBA,Chicago Bulls*,50,32,0.61,2,2.54,92.8,-1.1,107.5,1.9,104.3,-1.3,Lost E. Conf. Semis,T. Thibodeau (50-32),J. Butler (11.2)
2013-14,NBA,Chicago Bulls*,48,34,0.585,2,1.2,90.2,-3.7,102.5,-4.2,100.5,-6.2,Lost E. Conf. 1st Rnd.,T. Thibodeau (48-34),J. Noah (11.2)
2012-13,NBA,Chicago Bulls*,45,37,0.549,2,-0.02,89.3,-2.7,103.5,-2.4,103.2,-2.7,Lost E. Conf. Semis,T. Thibodeau (45-37),J. Noah (7.3)
2011-12,NBA,Chicago Bulls*,50,16,0.758,1,7.43,89.1,-2.2,107.4,2.8,98.3,-6.3,Lost E. Conf. 1st Rnd.,T. Thibodeau (50-16),J. Noah (9.0)
2010-11,NBA,Chicago Bulls*,62,20,0.756,1,6.53,90.4,-1.7,108.3,1,100.3,-7,Lost E. Conf. Finals,T. Thibodeau (62-20),D. Rose (13.1)
2009-10,NBA,Chicago Bulls*,41,41,0.5,3,-1.64,93.1,0.4,103.5,-4.1,105.3,-2.3,Lost E. Conf. 1st Rnd.,V. Del Negro (41-41),J. Noah (6.2)
2008-09,NBA,Chicago Bulls*,41,41,0.5,2,-0.16,93.1,1.4,108.4,0.1,108.7,0.4,Lost E. Conf. 1st Rnd.,V. Del Negro (41-41),B. Gordon (6.9)
2007-08,NBA,Chicago Bulls,33,49,0.402,4,-3.19,93,0.6,103.9,-3.6,107.2,-0.3,,"S. Skiles (9-16), P. Myers (0-1), J. Boylan (24-32)",B. Gordon (5.1)
2006-07,NBA,Chicago Bulls*,49,33,0.598,3,4.52,93.6,1.7,104.9,-1.6,99.6,-6.9,Lost E. Conf. Semis,S. Skiles (49-33),L. Deng (11.3)
2005-06,NBA,Chicago Bulls*,41,41,0.5,4,0.51,92.9,2.4,104,-2.2,103.4,-2.8,Lost E. Conf. 1st Rnd.,S. Skiles (41-41),K. Hinrich (7.6)
2004-05,NBA,Chicago Bulls*,47,35,0.573,2,0.65,92.4,1.5,101.4,-4.7,100.3,-5.8,Lost E. Conf. 1st Rnd.,S. Skiles (47-35),T. Chandler (8.3)
2003-04,NBA,Chicago Bulls,23,59,0.28,8,-6.69,92.2,2.1,96.6,-6.3,103.4,0.5,,"B. Cartwright (4-10), P. Myers (0-2), S. Skiles (19-47)",K. Hinrich (4.1)
2002-03,NBA,Chicago Bulls,30,52,0.366,6,-5.31,93.5,2.5,100.2,-3.4,105.6,2,,B. Cartwright (30-52),D. Marshall (6.0)
2001-02,NBA,Chicago Bulls,21,61,0.256,8,-8.52,90.5,-0.2,98.2,-6.3,107.6,3.1,,"T. Floyd (4-21), B. Berry (0-2), B. Cartwright (17-38)",B. Miller (4.4)
2000-01,NBA,Chicago Bulls,15,67,0.183,8,-9.09,89.3,-2,97.2,-5.8,107.3,4.3,,T. Floyd (15-67),E. Brand (6.1)
2016-17,NBA,Cleveland Cavaliers*,51,31,0.622,1,2.87,96.2,-0.2,113.6,4.8,110.3,1.5,Lost Finals,T. Lue (51-31),L. James (12.9)
2015-16,NBA,Cleveland Cavaliers*,57,25,0.695,1,5.45,93.3,-2.5,110.9,4.5,104.5,-1.9,Won Finals,"D. Blatt (30-11), T. Lue (27-14)",L. James (13.6)
2014-15,NBA,Cleveland Cavaliers*,53,29,0.646,1,4.08,92.3,-1.6,111.1,5.5,106.3,0.7,Lost Finals,D. Blatt (53-29),K. Irving (10.4)
2013-14,NBA,Cleveland Cavaliers,33,49,0.402,3,-3.86,93.1,-0.8,104.2,-2.5,107.7,1,,M. Brown (33-49),K. Irving (6.7)
2012-13,NBA,Cleveland Cavaliers,24,58,0.293,5,-4.87,92.3,0.3,104.3,-1.6,109.4,3.5,,B. Scott (24-58),K. Irving (5.3)
2011-12,NBA,Cleveland Cavaliers,21,45,0.318,5,-7.34,91.3,0,101.1,-3.5,108.9,4.3,,B. Scott (21-45),K. Irving (4.1)
2010-11,NBA,Cleveland Cavaliers,19,63,0.232,5,-8.88,93,0.9,102.2,-5.1,111.8,4.5,,B. Scott (19-63),R. Sessions (4.4)
2009-10,NBA,Cleveland Cavaliers*,61,21,0.744,1,6.17,91.4,-1.3,111.2,3.6,104.1,-3.5,Lost E. Conf. Semis,M. Brown (61-21),L. James (18.5)
2008-09,NBA,Cleveland Cavaliers*,66,16,0.805,1,8.68,88.7,-3,112.4,4.1,102.4,-5.9,Lost E. Conf. Finals,M. Brown (66-16),L. James (20.3)
2007-08,NBA,Cleveland Cavaliers*,45,37,0.549,2,-0.53,90.2,-2.2,106,-1.5,106.4,-1.1,Lost E. Conf. Semis,M. Brown (45-37),L. James (15.2)
2006-07,NBA,Cleveland Cavaliers*,50,32,0.61,2,3.33,90.8,-1.1,105.5,-1,101.3,-5.2,Lost Finals,M. Brown (50-32),L. James (13.7)
2005-06,NBA,Cleveland Cavaliers*,50,32,0.61,2,2.17,89.8,-0.7,107.8,1.6,105.4,-0.8,Lost E. Conf. Semis,M. Brown (50-32),L. James (16.3)
2004-05,NBA,Cleveland Cavaliers,42,40,0.512,4,0.27,89.7,-1.2,106.6,0.5,105.7,-0.4,,"P. Silas (34-30), B. Malone (8-10)",L. James (14.3)
2003-04,NBA,Cleveland Cavaliers,35,47,0.427,5,-3.07,90.8,0.7,101.4,-1.5,104.2,1.3,,P. Silas (35-47),C. Boozer (9.4)
2002-03,NBA,Cleveland Cavaliers,17,65,0.207,8,-9.59,94,3,96.5,-7.1,106.7,3.1,,"J. Lucas (8-34), K. Smart (9-31)",C. Boozer (5.9)
2001-02,NBA,Cleveland Cavaliers,29,53,0.354,7,-3.52,90.3,-0.4,104.6,0.1,108.2,3.7,,J. Lucas (29-53),A. Miller (10.3)
2000-01,NBA,Cleveland Cavaliers,30,52,0.366,6,-4.48,91.2,-0.1,100.3,-2.7,104.9,1.9,,R. Wittman (30-52),C. Weatherspoon (8.6)
2016-17,NBA,Dallas Mavericks,33,49,0.402,5,-2.53,92.2,-4.2,105.6,-3.2,108.8,0,,R. Carlisle (33-49),S. Curry (4.6)
2015-16,NBA,Dallas Mavericks*,42,40,0.512,2,-0.02,94.3,-1.5,106.7,0.3,107,0.6,Lost W. Conf. 1st Rnd.,R. Carlisle (42-40),D. Nowitzki (6.8)
2014-15,NBA,Dallas Mavericks*,50,32,0.61,4,3.36,95.2,1.3,109.5,3.9,106.4,0.8,Lost W. Conf. 1st Rnd.,R. Carlisle (50-32),T. Chandler (10.3)
2013-14,NBA,Dallas Mavericks*,49,33,0.598,4,2.91,93.5,-0.4,111.2,4.5,108.7,2,Lost W. Conf. 1st Rnd.,R. Carlisle (49-33),D. Nowitzki (10.9)
2012-13,NBA,Dallas Mavericks,41,41,0.5,4,-0.24,94.1,2.1,105.9,0,106.5,0.6,,R. Carlisle (41-41),V. Carter (6.0)
2011-12,NBA,Dallas Mavericks*,36,30,0.545,3,1.78,91.4,0.1,103.3,-1.3,102.3,-2.3,Lost W. Conf. 1st Rnd.,R. Carlisle (36-30),D. Nowitzki (7.6)
2010-11,NBA,Dallas Mavericks*,57,25,0.695,2,4.41,91.3,-0.8,109.7,2.4,105,-2.3,Won Finals,R. Carlisle (57-25),D. Nowitzki (11.1)
2009-10,NBA,Dallas Mavericks*,55,27,0.671,1,2.66,92.5,-0.2,109.2,1.6,106.3,-1.3,Lost W. Conf. 1st Rnd.,R. Carlisle (55-27),D. Nowitzki (12.3)
