Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS
2008-09,NBA,Philadelphia 76ers*,41,41,0.5,2,0.16,90,-1.7,107.9,-0.4,107.8,-0.5,Lost E. Conf. 1st Rnd.,M. Cheeks (9-14) T. DiLeo (32-27),A. Iguodala (9.2)
2007-08,NBA,Philadelphia 76ers*,40,42,0.488,3,0.19,90.4,-2,106.4,-1.1,106,-1.5,Lost E. Conf. 1st Rnd.,M. Cheeks (40-42),A. Iguodala (9.6)
2006-07,NBA,Philadelphia 76ers,35,47,0.427,3,-3.26,90.7,-1.2,103.6,-2.9,106.9,0.4,,M. Cheeks (35-47),A. Iguodala (7.7)
2005-06,NBA,Philadelphia 76ers,38,44,0.463,2,-2.1,92.7,2.2,106,-0.2,108.1,1.9,,M. Cheeks (38-44),A. Iverson (10.6)
2004-05,NBA,Philadelphia 76ers*,43,39,0.524,2,-1.07,94.9,4,103.5,-2.6,104.3,-1.8,Lost E. Conf. 1st Rnd.,J. O'Brien (43-39),A. Iverson (9.0)
2003-04,NBA,Philadelphia 76ers,33,49,0.402,5,-2.95,88,-2.1,99.1,-3.8,101.9,-1,,R. Ayers (21-31) C. Ford (12-18),S. Dalembert (6.9)
2002-03,NBA,Philadelphia 76ers*,48,34,0.585,2,1.76,91.4,0.4,105,1.4,102.5,-1.1,Lost E. Conf. Semis,L. Brown (48-34),A. Iverson (9.2)
2001-02,NBA,Philadelphia 76ers*,43,39,0.524,4,1.27,88.9,-1.8,102.1,-2.4,100.3,-4.2,Lost E. Conf. 1st Rnd.,L. Brown (43-39),D. Mutombo (9.6)
2000-01,NBA,Philadelphia 76ers*,56,26,0.683,1,3.64,90.6,-0.7,103.6,0.6,98.9,-4.1,Lost Finals,L. Brown (56-26),A. Iverson (11.8)
2016-17,NBA,Phoenix Suns,24,58,0.293,5,-5.14,100.3,3.9,106.6,-2.2,112.2,3.4,,E. Watson (24-58),E. Bledsoe (5.3)
2015-16,NBA,Phoenix Suns,23,59,0.28,4,-6.32,98.5,2.7,102.2,-4.2,109,2.6,,J. Hornacek (14-35) E. Watson (9-24),M. Teletovic (3.8)
2014-15,NBA,Phoenix Suns,39,43,0.476,3,-0.38,96.3,2.4,105.3,-0.3,106.2,0.6,,J. Hornacek (39-43),E. Bledsoe (7.0)
2013-14,NBA,Phoenix Suns,48,34,0.585,3,3.02,95.8,1.9,109.5,2.8,106.7,0,,J. Hornacek (48-34),G. Dragic (10.3)
2012-13,NBA,Phoenix Suns,25,57,0.305,5,-5.75,93.4,1.4,101.2,-4.7,108.1,2.2,,A. Gentry (13-28) L. Hunter (12-29),G. Dragic (5.7)
2011-12,NBA,Phoenix Suns,33,33,0.5,3,0.29,92.6,1.3,106.2,1.6,106.5,1.9,,A. Gentry (33-33),M. Gortat (7.6)
2010-11,NBA,Phoenix Suns,40,42,0.488,2,-0.46,94.4,2.3,109.5,2.2,110.4,3.1,,A. Gentry (40-42),S. Nash (7.9)
2009-10,NBA,Phoenix Suns*,54,28,0.659,2,4.67,95.3,2.6,115.3,7.7,110.2,2.6,Lost W. Conf. Finals,A. Gentry (54-28),A. Stoudemire (10.7)
2008-09,NBA,Phoenix Suns,46,36,0.561,2,1.62,96,4.3,113.6,5.3,111.6,3.3,,T. Porter (28-23) A. Gentry (18-13),S. O'Neal (7.8)
2007-08,NBA,Phoenix Suns*,55,27,0.671,2,5.14,96.7,4.3,113.3,5.8,108.1,0.6,Lost W. Conf. 1st Rnd.,M. D'Antoni (55-27),A. Stoudemire (14.6)
2006-07,NBA,Phoenix Suns*,61,21,0.744,1,7.28,95.6,3.7,113.9,7.4,106.4,-0.1,Lost W. Conf. Semis,M. D'Antoni (61-21),S. Nash (12.6)
2005-06,NBA,Phoenix Suns*,54,28,0.659,1,5.48,95.8,5.3,111.5,5.3,105.8,-0.4,Lost W. Conf. Finals,M. D'Antoni (54-28),S. Marion (14.6)
2004-05,NBA,Phoenix Suns*,62,20,0.756,1,7.08,95.9,5,114.5,8.4,107.1,1,Lost W. Conf. Finals,M. D'Antoni (62-20),A. Stoudemire (14.6)
2003-04,NBA,Phoenix Suns,29,53,0.354,6,-2.94,92.6,2.5,101.4,-1.5,105.5,2.6,,F. Johnson (8-13) M. D'Antoni (21-40),S. Marion (9.1)
2002-03,NBA,Phoenix Suns*,44,38,0.537,4,1.57,91.5,0.5,103.7,0.1,102.5,-1.1,Lost W. Conf. 1st Rnd.,F. Johnson (44-38),S. Marion (13.0)
2001-02,NBA,Phoenix Suns,36,46,0.439,6,-0.3,91.4,0.7,103.3,-1.2,104,-0.5,,S. Skiles (25-26) F. Johnson (11-20),S. Marion (9.8)
2000-01,NBA,Phoenix Suns*,51,31,0.622,3,2.63,93.1,1.8,100.3,-2.7,98,-5,Lost W. Conf. 1st Rnd.,S. Skiles (51-31),S. Marion (11.7)
2016-17,NBA,Portland Trail Blazers*,41,41,0.5,3,-0.23,96.7,0.3,110.3,1.5,110.8,2,Lost W. Conf. 1st Rnd.,T. Stotts (41-41),D. Lillard (10.4)
2015-16,NBA,Portland Trail Blazers*,44,38,0.537,2,0.98,96,0.2,108.8,2.4,108,1.6,Lost W. Conf. Semis,T. Stotts (44-38),D. Lillard (9.2)
2014-15,NBA,Portland Trail Blazers*,51,31,0.622,1,4.41,94.2,0.3,108.2,2.6,103.7,-1.9,Lost W. Conf. 1st Rnd.,T. Stotts (51-31),D. Lillard (10.6)
2013-14,NBA,Portland Trail Blazers*,54,28,0.659,2,4.44,94.9,1,111.5,4.8,107.4,0.7,Lost W. Conf. Semis,T. Stotts (54-28),D. Lillard (9.6)
2012-13,NBA,Portland Trail Blazers,33,49,0.402,4,-2.53,91.4,-0.6,105.8,-0.1,109.2,3.3,,T. Stotts (33-49),L. Aldridge (7.2)
2011-12,NBA,Portland Trail Blazers,28,38,0.424,4,-0.22,91.2,-0.1,105.7,1.1,106.4,1.8,,N. McMillan (20-23) K. Canales (8-15),L. Aldridge (7.0)
2010-11,NBA,Portland Trail Blazers*,48,34,0.585,3,1.85,87.9,-4.2,108.8,1.5,107.1,-0.2,Lost W. Conf. 1st Rnd.,N. McMillan (48-34),L. Aldridge (11.1)
2009-10,NBA,Portland Trail Blazers*,50,32,0.61,3,3.18,87.7,-5,110.8,3.2,107.1,-0.5,Lost W. Conf. 1st Rnd.,N. McMillan (50-32),B. Roy (9.1)
2008-09,NBA,Portland Trail Blazers*,54,28,0.659,2,5,86.6,-5.1,113.9,5.6,107.8,-0.5,Lost W. Conf. 1st Rnd.,N. McMillan (54-28),B. Roy (13.5)
2007-08,NBA,Portland Trail Blazers,41,41,0.5,3,-0.52,87.9,-4.5,107.3,-0.2,108.4,0.9,,N. McMillan (41-41),B. Roy (8.0)
2006-07,NBA,Portland Trail Blazers,32,50,0.39,3,-3.78,88.3,-3.6,105.1,-1.4,109.9,3.4,,N. McMillan (32-50),Z. Randolph (5.7)
2005-06,NBA,Portland Trail Blazers,21,61,0.256,5,-8.91,87.6,-2.9,101.1,-5.1,111.9,5.7,,N. McMillan (21-61),S. Blake (2.8)
2004-05,NBA,Portland Trail Blazers,27,55,0.329,4,-3.45,89.8,-1.1,103.2,-2.9,107.7,1.6,,M. Cheeks (22-33) K. Pritchard (5-22),D. Stoudamire (5.7)
2003-04,NBA,Portland Trail Blazers,41,41,0.5,3,-0.58,86.2,-3.9,103.7,0.8,105.1,2.2,,M. Cheeks (41-41),Z. Randolph (7.1)
2002-03,NBA,Portland Trail Blazers*,50,32,0.61,3,2.97,89.4,-1.6,105.5,1.9,102.6,-1,Lost W. Conf. 1st Rnd.,M. Cheeks (50-32),R. Wallace (8.5)
2001-02,NBA,Portland Trail Blazers*,49,33,0.598,3,3.21,89.3,-1.4,107.4,2.9,104,-0.5,Lost W. Conf. 1st Rnd.,M. Cheeks (49-33),R. Wallace (9.7)
2000-01,NBA,Portland Trail Blazers*,50,32,0.61,4,4.52,89.1,-2.2,106.5,3.5,101.8,-1.2,Lost W. Conf. 1st Rnd.,M. Dunleavy (50-32),R. Wallace (11.0)
2016-17,NBA,Sacramento Kings,32,50,0.39,3,-3.29,94.9,-1.5,107.3,-1.5,111.3,2.5,,D. Joerger (32-50),D. Cousins (6.0)
2015-16,NBA,Sacramento Kings,33,49,0.402,3,-2.32,100,4.2,106,-0.4,108.4,2,,G. Karl (33-49),D. Cousins (5.7)
2014-15,NBA,Sacramento Kings,29,53,0.354,4,-3.07,95.4,1.5,105.3,-0.3,109.2,3.6,,M. Malone (11-13) T. Corbin (7-21) G. Karl (11-19),R. Gay (6.1)
2013-14,NBA,Sacramento Kings,28,54,0.341,4,-2.08,94.4,0.5,105.7,-1,108.8,2.1,,M. Malone (28-54),D. Cousins (7.9)
2012-13,NBA,Sacramento Kings,28,54,0.341,4,-4.26,93.6,1.6,106.2,0.3,111.4,5.5,,K. Smart (28-54),I. Thomas (5.0)
2011-12,NBA,Sacramento Kings,22,44,0.333,5,-4.95,94.7,3.4,103.8,-0.8,109.8,5.2,,P. Westphal (2-5) K. Smart (20-39),I. Thomas (4.3)
2010-11,NBA,Sacramento Kings,24,58,0.293,5,-4.8,95.2,3.1,103.5,-3.8,109,1.7,,P. Westphal (24-58),B. Udrih (7.2)
2009-10,NBA,Sacramento Kings,25,57,0.305,5,-4.06,94,1.3,105.3,-2.3,109.9,2.3,,P. Westphal (25-57),B. Udrih (5.5)
2008-09,NBA,Sacramento Kings,17,65,0.207,5,-8.6,94.2,2.5,105.5,-2.8,114.7,6.4,,R. Theus (6-18) K. Natt (11-47),K. Martin (4.7)
2007-08,NBA,Sacramento Kings,38,44,0.463,4,-1.86,94.7,2.3,107.5,0,109.9,2.4,,R. Theus (38-44),K. Martin (8.4)
2006-07,NBA,Sacramento Kings,33,49,0.402,5,-1.35,94.8,2.9,106.2,-0.3,108,1.5,,E. Musselman (33-49),K. Martin (10.2)
2005-06,NBA,Sacramento Kings*,44,38,0.537,4,1.61,91.9,1.4,106.7,0.5,105,-1.2,Lost W. Conf. 1st Rnd.,R. Adelman (44-38),B. Miller (9.1)
2004-05,NBA,Sacramento Kings*,50,32,0.61,2,2.56,93,2.1,110.5,4.4,108.2,2.1,Lost W. Conf. 1st Rnd.,R. Adelman (50-32),B. Miller (8.6)
2003-04,NBA,Sacramento Kings*,55,27,0.671,2,5.41,92.8,2.7,110.3,7.4,104.9,2,Lost W. Conf. Semis,R. Adelman (55-27),P. Stojakovic (13.5)
2002-03,NBA,Sacramento Kings*,59,23,0.72,1,6.68,95.4,4.4,105.9,2.3,99.1,-4.5,Lost W. Conf. Semis,R. Adelman (59-23),P. Stojakovic (10.1)
2001-02,NBA,Sacramento Kings*,61,21,0.744,1,7.61,95.6,4.9,109,4.5,101.1,-3.4,Lost W. Conf. Finals,R. Adelman (61-21),P. Stojakovic (9.9)
2000-01,NBA,Sacramento Kings*,55,27,0.671,2,6.07,94.4,3.1,105.6,2.6,99.6,-3.4,Lost W. Conf. Semis,R. Adelman (55-27),C. Webber (11.0)
2016-17,NBA,San Antonio Spurs*,61,21,0.744,1,7.13,94.2,-2.2,111.1,2.3,103.5,-5.3,Lost W. Conf. Finals,G. Popovich (61-21),K. Leonard (13.6)
2015-16,NBA,San Antonio Spurs*,67,15,0.817,1,10.28,93.8,-2,110.3,3.9,99,-7.4,Lost W. Conf. Semis,G. Popovich (67-15),K. Leonard (13.7)
2014-15,NBA,San Antonio Spurs*,55,27,0.671,2,6.34,93.8,-0.1,108.5,2.9,102,-3.6,Lost W. Conf. 1st Rnd.,G. Popovich (55-27),T. Duncan (9.6)
2013-14,NBA,San Antonio Spurs*,62,20,0.756,1,8,95,1.1,110.5,3.8,102.4,-4.3,Won Finals,G. Popovich (62-20),K. Leonard (7.7)
2012-13,NBA,San Antonio Spurs*,58,24,0.707,1,6.67,94.2,2.2,108.3,2.4,101.6,-4.3,Lost Finals,G. Popovich (58-24),T. Parker (9.3)
2011-12,NBA,San Antonio Spurs*,50,16,0.758,1,7.28,92.9,1.6,110.9,6.3,103.2,-1.4,Lost W. Conf. Finals,G. Popovich (50-16),T. Parker (7.1)
2010-11,NBA,San Antonio Spurs*,61,21,0.744,1,5.86,92.3,0.2,111.8,4.5,105.6,-1.7,Lost W. Conf. 1st Rnd.,G. Popovich (61-21),M. Ginobili (9.9)
2009-10,NBA,San Antonio Spurs*,50,32,0.61,2,5.07,91.7,-1,110,2.4,104.5,-3.1,Lost W. Conf. Semis,G. Popovich (50-32),T. Duncan (10.9)
2008-09,NBA,San Antonio Spurs*,54,28,0.659,1,3.36,88.4,-3.3,108.5,0.2,104.3,-4,Lost W. Conf. 1st Rnd.,G. Popovich (54-28),T. Duncan (10.1)
2007-08,NBA,San Antonio Spurs*,56,26,0.683,2,5.1,88.8,-3.6,107.2,-0.3,101.8,-5.7,Lost W. Conf. Finals,G. Popovich (56-26),M. Ginobili (11.1)
2006-07,NBA,San Antonio Spurs*,58,24,0.707,2,8.35,89.8,-2.1,109.2,2.7,99.9,-6.6,Won Finals,G. Popovich (58-24),T. Duncan (13.0)
2005-06,NBA,San Antonio Spurs*,63,19,0.768,1,6.69,88.5,-2,107.3,1.1,99.6,-6.6,Lost W. Conf. Semis,G. Popovich (63-19),T. Duncan (10.8)
2004-05,NBA,San Antonio Spurs*,59,23,0.72,1,7.84,88.9,-2,107.5,1.4,98.8,-7.3,Won Finals,G. Popovich (59-23),T. Duncan (11.2)
2003-04,NBA,San Antonio Spurs*,57,25,0.695,2,7.51,89.2,-0.9,102.2,-0.7,94.1,-8.8,Lost W. Conf. Semis,G. Popovich (57-25),T. Duncan (13.1)
2002-03,NBA,San Antonio Spurs*,60,22,0.732,1,5.65,90,-1,105.6,2,99.7,-3.9,Won Finals,G. Popovich (60-22),T. Duncan (16.5)
2001-02,NBA,San Antonio Spurs*,58,24,0.707,1,6.28,90,-0.7,106.5,2,99.7,-4.8,Lost W. Conf. Semis,G. Popovich (58-24),T. Duncan (17.8)
2000-01,NBA,San Antonio Spurs*,58,24,0.707,1,7.92,89.6,-1.7,106.6,3.6,98,-5,Lost W. Conf. Finals,G. Popovich (58-24),T. Duncan (13.2)
2016-17,NBA,Toronto Raptors*,51,31,0.622,2,3.65,94.7,-1.7,112.3,3.5,107.8,-1,Lost E. Conf. Semis,D. Casey (51-31),K. Lowry (10.1)
2015-16,NBA,Toronto Raptors*,56,26,0.683,1,4.08,92.9,-2.9,110,3.6,105.2,-1.2,Lost E. Conf. Finals,D. Casey (56-26),K. Lowry (11.6)
2014-15,NBA,Toronto Raptors*,49,33,0.598,1,2.45,92.8,-1.1,111,5.4,107.7,2.1,Lost E. Conf. 1st Rnd.,D. Casey (49-33),J. Valanciunas (8.2)
2013-14,NBA,Toronto Raptors*,48,34,0.585,1,2.55,91.8,-2.1,108.8,2.1,105.3,-1.4,Lost E. Conf. 1st Rnd.,D. Casey (48-34),K. Lowry (11.7)
2012-13,NBA,Toronto Raptors,34,48,0.415,5,-1.96,90.4,-1.6,105.9,0,107.5,1.6,,D. Casey (34-48),A. Johnson (7.3)
2011-12,NBA,Toronto Raptors,23,43,0.348,4,-3.67,89.3,-2,100.8,-3.8,104.5,-0.1,,D. Casey (23-43),J. Calderon (5.1)
2010-11,NBA,Toronto Raptors,22,60,0.268,5,-6.28,92.9,0.8,106.1,-1.2,112.9,5.6,,J. Triano (22-60),A. Johnson (5.6)
2009-10,NBA,Toronto Raptors,40,42,0.488,2,-1.83,93.1,0.4,111.3,3.7,113.2,5.6,,J. Triano (40-42),C. Bosh (9.6)
2008-09,NBA,Toronto Raptors,33,49,0.402,4,-2.54,92,0.3,107,-1.3,110,1.7,,S. Mitchell (8-9) J. Triano (25-40),C. Bosh (9.7)
2007-08,NBA,Toronto Raptors*,41,41,0.5,2,2.47,90.2,-2.2,110.2,2.7,107,-0.5,Lost E. Conf. 1st Rnd.,S. Mitchell (41-41),J. Calderon (10.2)
2006-07,NBA,Toronto Raptors*,47,35,0.573,1,0.61,92.6,0.7,107,0.5,106,-0.5,Lost E. Conf. 1st Rnd.,S. Mitchell (47-35),C. Bosh (9.6)
2005-06,NBA,Toronto Raptors,27,55,0.329,4,-3.03,91.1,0.6,109.5,3.3,112.7,6.5,,S. Mitchell (27-55),C. Bosh (9.8)
2004-05,NBA,Toronto Raptors,33,49,0.402,4,-1.81,92.7,1.8,106.9,0.8,108.7,2.6,,S. Mitchell (33-49),C. Bosh (6.8)
2003-04,NBA,Toronto Raptors,33,49,0.402,6,-3.42,86.8,-3.3,97,-5.9,100.4,-2.5,,K. O'Neill (33-49),D. Marshall (9.8)
2002-03,NBA,Toronto Raptors,24,58,0.293,7,-6.1,89.9,-1.1,100.5,-3.1,107,3.4,,L. Wilkens (24-58),A. Williams (5.5)
2001-02,NBA,Toronto Raptors*,42,40,0.512,3,-0.71,88.8,-1.9,102.6,-1.9,103.1,-1.4,Lost E. Conf. 1st Rnd.,L. Wilkens (42-40),V. Carter (7.0)
2000-01,NBA,Toronto Raptors*,47,35,0.573,2,1.69,90.9,-0.4,105.9,2.9,103.4,0.4,Lost E. Conf. Semis,L. Wilkens (47-35),V. Carter (12.9)
2016-17,NBA,Utah Jazz*,51,31,0.622,1,4,91.6,-4.8,109.6,0.8,105.3,-3.5,Lost W. Conf. Semis,Q. Snyder (51-31),R. Gobert (14.3)
2015-16,NBA,Utah Jazz,40,42,0.488,3,1.84,91,-4.8,105.9,-0.5,103.9,-2.5,,Q. Snyder (40-42),G. Hayward (8.9)
2014-15,NBA,Utah Jazz,38,44,0.463,3,0.71,90.4,-3.5,105.1,-0.5,104.9,-0.7,,Q. Snyder (38-44),R. Gobert (9.3)
2013-14,NBA,Utah Jazz,25,57,0.305,5,-6.27,91.4,-2.5,103.5,-3.2,111.3,4.6,,T. Corbin (25-57),D. Favors (5.1)
2012-13,NBA,Utah Jazz,43,39,0.524,3,0.3,90.9,-1.1,106.7,0.8,106.8,0.9,,T. Corbin (43-39),A. Jefferson (7.7)
2011-12,NBA,Utah Jazz*,36,30,0.545,3,0.92,91.4,0.1,106.8,2.2,106.1,1.5,Lost W. Conf. 1st Rnd.,T. Corbin (36-30),P. Millsap (7.8)
2010-11,NBA,Utah Jazz,39,43,0.476,4,-1.44,91,-1.1,108.1,0.8,110.1,2.8,,J. Sloan (31-23) T. Corbin (8-20),A. Jefferson (7.8)
2009-10,NBA,Utah Jazz*,53,29,0.646,2,5.33,93.8,1.1,110.7,3.1,105,-2.6,Lost W. Conf. Semis,J. Sloan (53-29),D. Williams (10.3)
2008-09,NBA,Utah Jazz*,48,34,0.585,3,2.31,93.1,1.4,110.1,1.8,107.3,-1,Lost W. Conf. 1st Rnd.,J. Sloan (48-34),D. Williams (8.4)
2007-08,NBA,Utah Jazz*,54,28,0.659,1,6.86,93.2,0.8,113.8,6.3,106.5,-1,Lost W. Conf. Semis,J. Sloan (54-28),D. Williams (11.3)
2006-07,NBA,Utah Jazz*,51,31,0.622,1,3.06,91.6,-0.3,110.1,3.6,107,0.5,Lost W. Conf. Finals,J. Sloan (51-31),C. Boozer (9.9)
2005-06,NBA,Utah Jazz,41,41,0.5,2,-2.49,87.8,-2.7,104.1,-2.1,107,0.8,,J. Sloan (41-41),M. Okur (9.3)
2004-05,NBA,Utah Jazz,26,56,0.317,5,-3.74,88.4,-2.5,104.7,-1.4,109.5,3.4,,J. Sloan (26-56),M. Okur (7.0)
2003-04,NBA,Utah Jazz,42,40,0.512,7,-0.53,86.6,-3.5,101.9,-1,103.3,0.4,,J. Sloan (42-40),A. Kirilenko (11.6)
2002-03,NBA,Utah Jazz*,47,35,0.573,4,2.76,89.3,-1.7,105.5,1.9,102.8,-0.8,Lost W. Conf. 1st Rnd.,J. Sloan (47-35),K. Malone (11.1)
2001-02,NBA,Utah Jazz*,44,38,0.537,4,1.21,90.3,-0.4,105.6,1.1,104.6,0.1,Lost W. Conf. 1st Rnd.,J. Sloan (44-38),J. Stockton (10.7)
2000-01,NBA,Utah Jazz*,53,29,0.646,2,5,89.8,-1.5,107.6,4.6,102.4,-0.6,Lost W. Conf. 1st Rnd.,J. Sloan (53-29),K. Malone (13.1)
2016-17,NBA,Washington Wizards*,49,33,0.598,1,1.36,97.4,1,111.2,2.4,109.3,0.5,Lost E. Conf. Semis,S. Brooks (49-33),O. Porter (9.4)
2015-16,NBA,Washington Wizards,41,41,0.5,4,-0.5,98.5,2.7,105.3,-1.1,105.8,-0.6,,R. Wittman (41-41),M. Gortat (7.3)
2014-15,NBA,Washington Wizards*,46,36,0.561,2,0.17,93.7,-0.2,103.7,-1.9,103,-2.6,Lost E. Conf. Semis,R. Wittman (46-36),M. Gortat (8.6)
2013-14,NBA,Washington Wizards*,44,38,0.537,2,0.48,93.2,-0.7,106,-0.7,104.6,-2.1,Lost E. Conf. Semis,R. Wittman (44-38),M. Gortat (8.1)
2012-13,NBA,Washington Wizards,29,53,0.354,3,-2.78,92.2,0.2,100.2,-5.7,103,-2.9,,R. Wittman (29-53),M. Webster (6.3)
2011-12,NBA,Washington Wizards,20,46,0.303,4,-5.14,92.5,1.2,101,-3.6,106.2,1.6,,F. Saunders (2-15) R. Wittman (18-31),J. Wall (3.5)
2010-11,NBA,Washington Wizards,23,59,0.28,5,-7.3,93.8,1.7,102.4,-4.9,110.2,2.9,,F. Saunders (23-59),J. McGee (5.3)
2009-10,NBA,Washington Wizards,26,56,0.317,5,-4.72,91.6,-1.1,104.2,-3.4,109.4,1.8,,F. Saunders (26-56),B. Haywood (4.5)
2008-09,NBA,Washington Wizards,19,63,0.232,5,-6.98,91,-0.7,105.4,-2.9,113.6,5.3,,E. Jordan (1-10) E. Tapscott (18-53),A. Jamison (8.1)
2007-08,NBA,Washington Wizards*,43,39,0.524,2,-0.61,89.5,-2.9,109.2,1.7,109.6,2.1,Lost E. Conf. 1st Rnd.,E. Jordan (43-39),A. Jamison (9.2)
2006-07,NBA,Washington Wizards*,41,41,0.5,2,-0.8,94.1,2.2,110.1,3.6,110.6,4.1,Lost E. Conf. 1st Rnd.,E. Jordan (41-41),G. Arenas (10.8)
2005-06,NBA,Washington Wizards*,42,40,0.512,2,1.57,92.3,1.8,109.3,3.1,107.3,1.1,Lost E. Conf. 1st Rnd.,E. Jordan (42-40),G. Arenas (13.6)
2004-05,NBA,Washington Wizards*,45,37,0.549,2,-0.71,93.3,2.4,107.2,1.1,107.5,1.4,Lost E. Conf. Semis,E. Jordan (45-37),G. Arenas (11.5)
2003-04,NBA,Washington Wizards,25,57,0.305,6,-6.12,92.2,2.1,98.8,-4.1,104.8,1.9,,E. Jordan (25-57),K. Brown (4.9)
2002-03,NBA,Washington Wizards,37,45,0.451,5,-1.47,88.2,-2.8,103,-0.6,104.1,0.5,,D. Collins (37-45),C. Laettner (6.6)
2001-02,NBA,Washington Wizards,37,45,0.451,5,-1.58,88.3,-2.4,104.8,0.3,106.4,1.9,,D. Collins (37-45),C. Whitney (6.5)
2000-01,NBA,Washington Wizards,19,63,0.232,7,-6.75,92.7,1.4,100.6,-2.4,107.8,4.8,,L. Hamilton (19-63),M. Smith (3.6)